"query","superkingdom","kingdom","subkingdom","phylum","subphylum","class","subclass","superorder","order","suborder","family","subfamily","tribe","subtribe","genus","species"
"OTU00374","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Massarineae","Massarinaceae","","","","Neottiosporina",""
"OTU00375","","","","","","","","","","","","","","","",""
"OTU00376","","","","","","","","","","","","","","","",""
"OTU00377","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Sordariomycetes","Hypocreomycetidae","","Hypocreales","","Stachybotryaceae","","","","",""
"OTU00378","","","","","","","","","","","","","","","",""
"OTU00379","","","","","","","","","","","","","","","",""
"OTU00380","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00381","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00382","","","","","","","","","","","","","","","",""
"OTU00383","","","","","","","","","","","","","","","",""
"OTU00384","","","","","","","","","","","","","","","",""
"OTU00385","","","","","","","","","","","","","","","",""
"OTU00386","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00387","","","","","","","","","","","","","","","",""
"OTU00388","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00389","","","","","","","","","","","","","","","",""
"OTU00390","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","","","","","","","",""
"OTU00391","","","","","","","","","","","","","","","",""
"OTU00392","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00393","","","","","","","","","","","","","","","",""
"OTU00394","","","","","","","","","","","","","","","",""
"OTU00395","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Hymenochaetales","","","","","","Neoantrodiella","Neoantrodiella gypsea"
"OTU00396","","","","","","","","","","","","","","","",""
"OTU00397","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis",""
"OTU00398","","","","","","","","","","","","","","","",""
"OTU00399","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00400","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00401","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","Massarineae","Didymosphaeriaceae","","","","",""
"OTU00402","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00403","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00404","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00405","Eukaryota","","","","","","","","","","","","","","",""
"OTU00406","","","","","","","","","","","","","","","",""
"OTU00407","","","","","","","","","","","","","","","",""
"OTU00408","","","","","","","","","","","","","","","",""
"OTU00409","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00410","","","","","","","","","","","","","","","",""
"OTU00411","","","","","","","","","","","","","","","",""
"OTU00412","","","","","","","","","","","","","","","",""
"OTU00413","","","","","","","","","","","","","","","",""
"OTU00414","","","","","","","","","","","","","","","",""
"OTU00415","","","","","","","","","","","","","","","",""
"OTU00416","","","","","","","","","","","","","","","",""
"OTU00417","","","","","","","","","","","","","","","",""
"OTU00418","","","","","","","","","","","","","","","",""
"OTU00419","","","","","","","","","","","","","","","",""
"OTU00420","","","","","","","","","","","","","","","",""
"OTU00421","Eukaryota","","","","","Synurophyceae","","","Synurales","","Mallomonadaceae","","","","Synura","Synura sp. BYJ-2015"
"OTU00422","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00423","","","","","","","","","","","","","","","",""
"OTU00424","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00425","","","","","","","","","","","","","","","",""
"OTU00426","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Polyporales","","Phanerochaetaceae","","","","",""
"OTU00427","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Rhizophydiales","","Rhizophydiaceae","","","","Rhizophydium",""
"OTU00428","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU00429","","","","","","","","","","","","","","","",""
"OTU00430","","","","","","","","","","","","","","","",""
"OTU00431","Eukaryota","","","","","","","","","","","","","","",""
"OTU00432","","","","","","","","","","","","","","","",""
"OTU00433","","","","","","","","","","","","","","","",""
"OTU00434","","","","","","","","","","","","","","","",""
"OTU00435","","","","","","","","","","","","","","","",""
"OTU00436","","","","","","","","","","","","","","","",""
"OTU00437","","","","","","","","","","","","","","","",""
"OTU00438","","","","","","","","","","","","","","","",""
"OTU00439","","","","","","","","","","","","","","","",""
"OTU00440","","","","","","","","","","","","","","","",""
"OTU00441","","","","","","","","","","","","","","","",""
"OTU00442","","","","","","","","","","","","","","","",""
"OTU00443","","","","","","","","","","","","","","","",""
"OTU00444","","","","","","","","","","","","","","","",""
"OTU00445","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00446","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00447","","","","","","","","","","","","","","","",""
"OTU00448","","","","","","","","","","","","","","","",""
"OTU00449","","","","","","","","","","","","","","","",""
"OTU00450","","","","","","","","","","","","","","","",""
"OTU00451","","","","","","","","","","","","","","","",""
"OTU00452","","","","","","","","","","","","","","","",""
"OTU00453","","","","","","","","","","","","","","","",""
"OTU00454","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00455","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis",""
"OTU00456","","","","","","","","","","","","","","","",""
"OTU00457","","","","","","","","","","","","","","","",""
"OTU00458","","","","","","","","","","","","","","","",""
"OTU00459","","","","","","","","","","","","","","","",""
"OTU00460","","","","","","","","","","","","","","","",""
"OTU00461","","","","","","","","","","","","","","","",""
"OTU00462","","","","","","","","","","","","","","","",""
"OTU00463","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00464","","","","","","","","","","","","","","","",""
"OTU00465","","","","","","","","","","","","","","","",""
"OTU00466","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00467","","","","","","","","","","","","","","","",""
"OTU00468","","","","","","","","","","","","","","","",""
"OTU00469","","","","","","","","","","","","","","","",""
"OTU00470","","","","","","","","","","","","","","","",""
"OTU00471","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","","","","","",""
"OTU00472","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","","","Ustilaginales","","Ustilaginaceae","","","","Cintractia",""
"OTU00473","","","","","","","","","","","","","","","",""
"OTU00474","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00475","","","","","","","","","","","","","","","",""
"OTU00476","Eukaryota","","","","","","","","","","","","","","",""
"OTU00477","","","","","","","","","","","","","","","",""
"OTU00478","","","","","","","","","","","","","","","",""
"OTU00479","","","","","","","","","","","","","","","",""
"OTU00480","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00481","","","","","","","","","","","","","","","",""
"OTU00482","","","","","","","","","","","","","","","",""
"OTU00483","","","","","","","","","","","","","","","",""
"OTU00484","Eukaryota","Fungi","","Chytridiomycota","","Chytridiomycetes","","","Zygophlyctidales","","Zygophlyctidaceae","","","","Zygophlyctis","Zygophlyctis sp."
"OTU00485","","","","","","","","","","","","","","","",""
"OTU00486","","","","","","","","","","","","","","","",""
"OTU00487","","","","","","","","","","","","","","","",""
"OTU00488","Eukaryota","Fungi","","Blastocladiomycota","","Blastocladiomycetes","","","Blastocladiales","","Catenariaceae","","","","Catenaria",""
"OTU00489","","","","","","","","","","","","","","","",""
"OTU00490","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00491","","","","","","","","","","","","","","","",""
"OTU00492","","","","","","","","","","","","","","","",""
"OTU00493","","","","","","","","","","","","","","","",""
"OTU00494","","","","","","","","","","","","","","","",""
"OTU00495","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00496","","","","","","","","","","","","","","","",""
"OTU00497","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00498","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","","","Russulales","","Peniophoraceae","","","","Peniophora",""
"OTU00499","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU00500","Eukaryota","","","","","","","","","","","","","","",""
"OTU00501","","","","","","","","","","","","","","","",""
"OTU00502","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00503","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00504","","","","","","","","","","","","","","","",""
"OTU00505","","","","","","","","","","","","","","","",""
"OTU00506","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00507","","","","","","","","","","","","","","","",""
"OTU00508","","","","","","","","","","","","","","","",""
"OTU00509","","","","","","","","","","","","","","","",""
"OTU00510","","","","","","","","","","","","","","","",""
"OTU00511","","","","","","","","","","","","","","","",""
"OTU00512","","","","","","","","","","","","","","","",""
"OTU00513","","","","","","","","","","","","","","","",""
"OTU00514","","","","","","","","","","","","","","","",""
"OTU00515","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00516","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00517","","","","","","","","","","","","","","","",""
"OTU00518","","","","","","","","","","","","","","","",""
"OTU00519","","","","","","","","","","","","","","","",""
"OTU00520","","","","","","","","","","","","","","","",""
"OTU00521","","","","","","","","","","","","","","","",""
"OTU00522","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Leotiomycetes","","","Helotiales","","Sclerotiniaceae","","","","Botrytis",""
"OTU00523","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00524","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00525","","","","","","","","","","","","","","","",""
"OTU00526","","","","","","","","","","","","","","","",""
"OTU00527","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"OTU00528","","","","","","","","","","","","","","","",""
"OTU00529","","","","","","","","","","","","","","","",""
"OTU00530","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00531","","","","","","","","","","","","","","","",""
"OTU00532","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00533","","","","","","","","","","","","","","","",""
"OTU00534","","","","","","","","","","","","","","","",""
"OTU00535","","","","","","","","","","","","","","","",""
"OTU00536","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00537","","","","","","","","","","","","","","","",""
"OTU00538","","","","","","","","","","","","","","","",""
"OTU00539","","","","","","","","","","","","","","","",""
"OTU00540","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00541","","","","","","","","","","","","","","","",""
"OTU00542","","","","","","","","","","","","","","","",""
"OTU00543","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00544","Eukaryota","","","Bacillariophyta","","Bacillariophyceae","","","Naviculales","","Naviculaceae","","","","Navicula","Navicula trivialis"
"OTU00545","","","","","","","","","","","","","","","",""
"OTU00546","","","","","","","","","","","","","","","",""
"OTU00547","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00548","","","","","","","","","","","","","","","",""
"OTU00549","","","","","","","","","","","","","","","",""
"OTU00550","","","","","","","","","","","","","","","",""
"OTU00551","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00552","","","","","","","","","","","","","","","",""
"OTU00553","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","Pleosporomycetidae","","Pleosporales","","","","","","",""
"OTU00554","","","","","","","","","","","","","","","",""
"OTU00555","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00556","","","","","","","","","","","","","","","",""
"OTU00557","","","","","","","","","","","","","","","",""
"OTU00558","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","","","","","","","","","","",""
"OTU00559","Eukaryota","Fungi","Dikarya","Ascomycota","Pezizomycotina","Dothideomycetes","","","","","","","","","",""
"OTU00560","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00561","Eukaryota","Fungi","Dikarya","Basidiomycota","Pucciniomycotina","Microbotryomycetes","","","Sporidiobolales","","Sporidiobolaceae","","","","Sporobolomyces",""
"OTU00562","Eukaryota","Fungi","","","","","","","","","","","","","","fungal sp."
"OTU00563","","","","","","","","","","","","","","","",""
"OTU00564","","","","","","","","","","","","","","","",""
"OTU00565","","","","","","","","","","","","","","","",""
"OTU00566","","","","","","","","","","","","","","","",""
"OTU00567","Eukaryota","","","","","Synurophyceae","","","Synurales","","Mallomonadaceae","","","","",""
"OTU00568","","","","","","","","","","","","","","","",""
"OTU00569","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU00570","","","","","","","","","","","","","","","",""
"OTU00571","","","","","","","","","","","","","","","",""
"OTU00572","","","","","","","","","","","","","","","",""
"OTU00573","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00574","","","","","","","","","","","","","","","",""
"OTU00575","","","","","","","","","","","","","","","",""
"OTU00576","","","","","","","","","","","","","","","",""
"OTU00577","","","","","","","","","","","","","","","",""
"OTU00578","","","","","","","","","","","","","","","",""
"OTU00579","","","","","","","","","","","","","","","",""
"OTU00580","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetidae","","Agaricales","Tricholomatineae","Tricholomataceae","","","","",""
"OTU00581","","","","","","","","","","","","","","","",""
"OTU00582","","","","","","","","","","","","","","","",""
"OTU00583","Eukaryota","Fungi","","Sanchytriomycota","","Sanchytriomycetes","","","Sanchytriales","","Sanchytriaceae","","","","Sanchytrium","Sanchytrium tribonematis"
"OTU00584","","","","","","","","","","","","","","","",""
"OTU00585","","","","","","","","","","","","","","","",""
"OTU00586","","","","","","","","","","","","","","","",""
"OTU00587","Eukaryota","Fungi","","","","","","","","","","","","","",""
"OTU00588","","","","","","","","","","","","","","","",""
"OTU00589","Eukaryota","","","Oomycota","","","","","","","","","","","",""
"OTU00590","","","","","","","","","","","","","","","",""
"OTU00591","","","","","","","","","","","","","","","",""
"OTU00592","","","","","","","","","","","","","","","",""
"OTU00593","","","","","","","","","","","","","","","",""
